Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,ticker
2024-08-22 00:00:00-04:00,158.97000122070312,159.41000366210938,156.50999450683594,157.88999938964844,153.54505920410156,1405800,0.0,0.0,RCL
2024-08-23 00:00:00-04:00,158.49000549316406,163.47000122070312,158.0,163.0800018310547,158.59222412109375,1794800,0.0,0.0,RCL
2024-08-26 00:00:00-04:00,163.08999633789062,163.08999633789062,161.42999267578125,162.0500030517578,157.59059143066406,1193000,0.0,0.0,RCL
2024-08-27 00:00:00-04:00,162.0,169.47000122070312,161.1699981689453,169.02000427246094,164.3687744140625,2078300,0.0,0.0,RCL
2024-08-28 00:00:00-04:00,166.64999389648438,168.11000061035156,165.19000244140625,166.94000244140625,162.34600830078125,1409000,0.0,0.0,RCL
2024-08-29 00:00:00-04:00,168.7100067138672,169.05999755859375,166.4600067138672,166.83999633789062,162.24876403808594,974400,0.0,0.0,RCL
2024-08-30 00:00:00-04:00,168.1999969482422,168.9199981689453,161.10000610351562,164.6199951171875,160.08985900878906,2604800,0.0,0.0,RCL
2024-09-03 00:00:00-04:00,162.38999938964844,163.74000549316406,158.72000122070312,159.64999389648438,155.2566375732422,2209300,0.0,0.0,RCL
2024-09-04 00:00:00-04:00,159.0,160.8800048828125,157.35000610351562,158.77000427246094,154.4008331298828,1299700,0.0,0.0,RCL
2024-09-05 00:00:00-04:00,158.64999389648438,161.61000061035156,157.61000061035156,158.02000427246094,153.67149353027344,1167700,0.0,0.0,RCL
2024-09-06 00:00:00-04:00,159.1999969482422,161.38999938964844,155.1999969482422,156.5500030517578,152.24192810058594,1747000,0.0,0.0,RCL
2024-09-09 00:00:00-04:00,158.32000732421875,161.75999450683594,158.32000732421875,160.25999450683594,155.84983825683594,1905500,0.0,0.0,RCL
2024-09-10 00:00:00-04:00,160.30999755859375,160.52000427246094,154.0800018310547,158.3000030517578,153.9437713623047,2146700,0.0,0.0,RCL
2024-09-11 00:00:00-04:00,158.3800048828125,162.85000610351562,156.00999450683594,162.14999389648438,157.68783569335938,1752600,0.0,0.0,RCL
2024-09-12 00:00:00-04:00,164.85000610351562,166.8800048828125,162.49000549316406,165.57000732421875,161.0137176513672,1806800,0.0,0.0,RCL
2024-09-13 00:00:00-04:00,166.4600067138672,169.6300048828125,165.6999969482422,167.9600067138672,163.33795166015625,1379600,0.0,0.0,RCL
2024-09-16 00:00:00-04:00,170.0,173.39999389648438,168.82000732421875,169.74000549316406,165.06895446777344,2078200,0.0,0.0,RCL
2024-09-17 00:00:00-04:00,171.27999877929688,171.75,167.86000061035156,168.39999389648438,163.76585388183594,1507600,0.0,0.0,RCL
2024-09-18 00:00:00-04:00,168.60000610351562,171.5,168.0,168.5500030517578,163.91172790527344,1308000,0.0,0.0,RCL
2024-09-19 00:00:00-04:00,172.0,173.0,168.94000244140625,171.55999755859375,166.83888244628906,1882900,0.0,0.0,RCL
2024-09-20 00:00:00-04:00,171.00999450683594,174.47999572753906,170.9600067138672,174.0500030517578,169.65591430664062,2649200,0.4,0.0,RCL
2024-09-23 00:00:00-04:00,173.6999969482422,176.13999938964844,172.66000366210938,175.89999389648438,171.45921325683594,1590000,0.0,0.0,RCL
2024-09-24 00:00:00-04:00,177.0,179.75,174.50999450683594,179.6300048828125,175.09506225585938,2050800,0.0,0.0,RCL
2024-09-25 00:00:00-04:00,178.88999938964844,179.13999938964844,176.27000427246094,177.41000366210938,172.9310760498047,1582700,0.0,0.0,RCL
2024-09-26 00:00:00-04:00,180.0,184.41000366210938,179.2899932861328,182.80999755859375,178.1947784423828,2150800,0.0,0.0,RCL
2024-09-27 00:00:00-04:00,182.74000549316406,182.82000732421875,177.42999267578125,177.5399932861328,173.05780029296875,2389100,0.0,0.0,RCL
2024-09-30 00:00:00-04:00,178.2100067138672,179.35000610351562,171.55999755859375,177.36000061035156,172.88235473632812,2357000,0.0,0.0,RCL
2024-10-01 00:00:00-04:00,177.55999755859375,178.1999969482422,170.8300018310547,173.22999572753906,168.85659790039062,2045200,0.0,0.0,RCL
2024-10-02 00:00:00-04:00,170.97999572753906,175.1199951171875,170.24000549316406,174.9600067138672,170.54295349121094,1067800,0.0,0.0,RCL
2024-10-03 00:00:00-04:00,173.5,175.4499969482422,172.1199951171875,173.16000366210938,168.7883758544922,1141000,0.0,0.0,RCL
2024-10-04 00:00:00-04:00,177.0,180.11000061035156,176.0,179.44000244140625,174.9098663330078,1434300,0.0,0.0,RCL
2024-10-07 00:00:00-04:00,178.5500030517578,181.82000732421875,178.33999633789062,179.7899932861328,175.25100708007812,1128800,0.0,0.0,RCL
2024-10-08 00:00:00-04:00,181.0,184.8800048828125,180.52000427246094,183.38999938964844,178.7601318359375,1322500,0.0,0.0,RCL
2024-10-09 00:00:00-04:00,188.2899932861328,193.22000122070312,186.8000030517578,193.02999877929688,188.15676879882812,2861000,0.0,0.0,RCL
