ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
T,2025-12-31,420198000000.0,291706000000.0,48732000000.0,53780000000.0,9011000000.0,127089000000.0,15768000000.0,33811000000.0,125648000000.0,6852385650,173296844800
