ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
MCD,2025-12-31,59515000000.0,61306000000.0,4163000000.0,4361000000.0,0,39973000000.0,70282000000.0,12479000000.0,26885000000.0,707641531,191735480320
