ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
PFE,2025-12-31,208160000000.0,121385000000.0,42898000000.0,36984000000.0,3154000000.0,60807000000.0,114610000000.0,10191000000.0,62579000000.0,5699673589,159989841920
