ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
NUE,2025-12-31,35104000000.0,12980000000.0,11765000000.0,4004000000.0,188000000.0,6675000000.0,31504000000.0,2738000000.0,32494000000.0,226875676,55273721856
