ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
DUK,2025-12-31,195736000000.0,142717000000.0,11613000000.0,21047000000.0,9728000000.0,80108000000.0,5056000000.0,9346000000.0,32237000000.0,779702193,93447307264
