ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
JNJ,2025-12-31,199210000000.0,117666000000.0,55624000000.0,54126000000.0,8495000000.0,39438000000.0,162635000000,33552000000.0,94193000000.0,2409898597,651250958336
