ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
WMT,2026-01-31,284668000000.0,178488000000.0,84874000000.0,107469000000.0,10138000000.0,34624000000.0,104774000000.0,32268000000.0,713163000000.0,7958079155,825252773888
