ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
AAL,2025-12-31,61774000000.0,65501000000.0,12205000000.0,24492000000.0,4555000000.0,24639000000.0,-6732000000.0,1906000000.0,54633000000.0,661969951,9148424192
