ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
F,2025-12-31,289160000000.0,253180000000.0,123487000000.0,114890000000.0,57302000000.0,106034000000.0,22508000000.0,-10497000000.0,187267000000.0,3916743591,57461256192
