ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
GE,2025-12-31,130169000000.0,111271000000.0,40595000000.0,38981000000.0,1686000000.0,18809000000.0,87663000000.0,10843000000.0,45855000000.0,1037562513,361455648768
