ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
CAT,2025-12-31,98585000000.0,77267000000.0,52485000000.0,36558000000.0,12634000000.0,30690000000.0,65448000000.0,12043000000.0,67589000000.0,459674889,380564832256
