ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
LUMN,2025-12-31,34342000000.0,35459000000.0,7909000000.0,4390000000.0,88000000.0,17353000000.0,-19701000000.0,-1432000000.0,12402000000.0,1031445404,6126785536
