ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
KO,2025-12-31,104816000000.0,70541000000.0,31044000000.0,21281000000.0,3373000000.0,42119000000.0,80382000000.0,17652000000.0,47941000000.0,4302549243,391962198016
