ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
OXY,2025-12-31,84186000000.0,47588000000.0,8827000000.0,9428000000.0,1575000000.0,19822000000.0,21891000000.0,4131000000.0,21593000000.0,999637371,61277769728
