ticker,fiscal_period_end,total_assets,total_liabilities,current_assets,current_liabilities,short_term_debt,long_term_debt,retained_earnings,ebit,total_revenue,shares_outstanding,market_cap
FCX,2025-12-31,58167000000.0,27401000000.0,13790000000.0,6019000000.0,466000000.0,8913000000.0,1385000000.0,6741000000.0,25915000000.0,1436017523,110085111808
